courseID	courseName	credits	subject	term	eligibleGrades	prerequisite	corequisite	enrollmentNotes	description	isElective	courseType
SS112G	H WORLD STUDIES II	0.5	Social Science	Spring Semester	9th, 10th	N/A	N/A	Successful completion of level I of World Studies is highly recommended before enrolling in level II.	This course meets the Civics requirement for graduation. World Studies I & II are designed to prepare students in 9th and 10th grades to be critical consumers of information related to diverse global cultures and issues. Students will develop historical and social science critical reading and thinking skills through the use of primary and secondary source documents. Course experiences will also prepare students to become more knowledgeable and active citizens.	Yes	Honors
SS301C	UNITED STATES HISTORY	0.5	Social Science	Fall Semester	10th, 11th, 12th	N/A	N/A	10th grade with a full year of social science as a freshman & DL approval	This course is a survey of our nation's history. Semester one begins with Colonial America and will include the Civil War. Semester two begins with Imperialism and continues up to the War against Terror. Throughout the course emphasis is placed on relating what is learned with the present. Primary goals include an appreciation of our nation's heritage, an understanding of our system of government, and a knowledge of our country's changing role in a changing world. Emphasis is also placed on developing a sense of historical perspective. In the first semester of this course the State requirement for passing the Illinois and United States constitution tests is met.	Yes	Normal
SS301G	UNITED STATES HISTORY	0.5	Social Science	Fall Semester	10th, 11th, 12th	N/A	N/A	10th grade with a full year of social science as a freshman & DL approval	This course is a survey of our nation's history. Semester one begins with Colonial America and will include the Civil War. Semester two begins with Imperialism and continues up to the War against Terror. Throughout the course emphasis is placed on relating what is learned with the present. Primary goals include an appreciation of our nation's heritage, an understanding of our system of government, and a knowledge of our country's changing role in a changing world. Emphasis is also placed on developing a sense of historical perspective. In the first semester of this course the State requirement for passing the Illinois and United States constitution tests is met.	Yes	Normal
SS302C	UNITED STATES HISTORY	0.5	Social Science	Spring Semester	10th, 11th, 12th	N/A	N/A	10th grade with a full year of social science as a freshman & DL approval	This course is a survey of our nation's history. Semester one begins with Colonial America and will include the Civil War. Semester two begins with Imperialism and continues up to the War against Terror. Throughout the course emphasis is placed on relating what is learned with the present. Primary goals include an appreciation of our nation's heritage, an understanding of our system of government, and a knowledge of our country's changing role in a changing world. Emphasis is also placed on developing a sense of historical perspective. In the first semester of this course the State requirement for passing the Illinois and United States constitution tests is met.	Yes	Normal
SS302G	UNITED STATES HISTORY	0.5	Social Science	Spring Semester	10th, 11th, 12th	N/A	N/A	10th grade with a full year of social science as a freshman & DL approval	This course is a survey of our nation's history. Semester one begins with Colonial America and will include the Civil War. Semester two begins with Imperialism and continues up to the War against Terror. Throughout the course emphasis is placed on relating what is learned with the present. Primary goals include an appreciation of our nation's heritage, an understanding of our system of government, and a knowledge of our country's changing role in a changing world. Emphasis is also placed on developing a sense of historical perspective. In the first semester of this course the State requirement for passing the Illinois and United States constitution tests is met.	Yes	Normal
SS401G	SOCIOLOGY	0.5	Social Science	Fall Semester	10th, 11th, 12th	One year of courses is required from World Studies, Honors World Studies, AP Human Geography OR AP European History	N/A	10th grade with a full year of social science as a freshman & DL approval	Sociology offers a way of looking at social life. It is devoted to giving students a set of concepts which will help to better understand their own behavior and that of others. The course examines the influence of the geographical, biological, and social factors upon human behavior. The nature of the culture is analyzed and emphasis is placed upon the great part played by the cultural factor in shaping both personal life and forms of social relations. Other topics include groups, deviance, and the family.	Yes	Normal
SS402G	SOCIOLOGY	0.5	Social Science	Spring Semester	10th, 11th, 12th	One year of courses is required from World Studies, Honors World Studies, AP Human Geography OR AP European History	N/A	10th grade with a full year of social science as a freshman & DL approval	Sociology offers a way of looking at social life. It is devoted to giving students a set of concepts which will help to better understand their own behavior and that of others. The course examines the influence of the geographical, biological, and social factors upon human behavior. The nature of the culture is analyzed and emphasis is placed upon the great part played by the cultural factor in shaping both personal life and forms of social relations. Other topics include groups, deviance, and the family.	Yes	Normal
SS403G	PSYCHOLOGY	0.5	Social Science	Fall Semester	10th, 11th, 12th	One year of courses is required from World Studies, Honors World Studies, AP Human Geography OR AP European History	N/A	10th grade with a full year of social science as a freshman & DL approval	This course is designed to familiarize students with the nature of psychology, its basic structure and its broad purposes in contemporary life. Students are introduced to human physiology, abnormal behavior, learning, memory, human growth and development, and are encouraged to apply the principles of psychology to their own lives. Particular attention is paid to essential social studies skills in reading, analysis, and application of data that relate to the patterns of human behavior. The goal of the course is for students to appreciate the commonality of all human behavior, while accepting the uniqueness of each individual.	Yes	Normal
SS404G	PSYCHOLOGY	0.5	Social Science	Spring Semester	10th, 11th, 12th	One year of courses is required from World Studies, Honors World Studies, AP Human Geography OR AP European History	N/A	10th grade with a full year of social science as a freshman & DL approval	This course is designed to familiarize students with the nature of psychology, its basic structure and its broad purposes in contemporary life. Students are introduced to human physiology, abnormal behavior, learning, memory, human growth and development, and are encouraged to apply the principles of psychology to their own lives. Particular attention is paid to essential social studies skills in reading, analysis, and application of data that relate to the patterns of human behavior. The goal of the course is for students to appreciate the commonality of all human behavior, while accepting the uniqueness of each individual.	Yes	Normal
SS405G	CURRENT ISSUES & CIVIC ACTION	0.5	Social Science	Fall Semester	10th, 11th, 12th	One year of courses is required from World Studies, Honors World Studies, AP Human Geography OR AP European History	N/A	10th grade with a full year of social science as a freshman & DL approval	This course meets the Civics requirement for graduation. The objective of this course is to stimulate the students' interest in and understanding of the American way of life in order to teach students how to fulfill their role as citizens in our republic. The overarching question of the course is 'how should we live together?' In order to evaluate this question, students will engage in discussions of current and controversial issues, receive instruction on government institutions, participate in simulations of the democratic process, and engage in service learning. Emphasis is given to the view that intelligent people in a democracy differ on the solutions to problems, but it is the obligation of citizens to get the facts and make up their own mind.	Yes	Normal
SS408G	LAW IN AMERICAN SOCIETY	0.5	Social Science	Spring Semester	10th, 11th, 12th	One year of courses is required from World Studies, Honors World Studies, AP Human Geography OR AP European History	N/A	10th grade with a full year of social science as a freshman & DL approval	This course meets the Civics requirement for graduation. This course concentrates on providing students with both theoretical and practical applications of law in American society. It is designed to alert students of potential legal problems and liability and when possible provide a basis for self-help. Units will include but not be limited to such topics as: court organization, criminal law, and civil law.	Yes	Normal
SS601G	AP HUMAN GEOGRAPHY	0.5	Social Science	Fall Semester	9th, 10th, 11th, 12th	N/A	N/A	Approval of the division leader.	This course meets the Civics requirement for graduation. The AP Human Geography course introduces students to the systematic study of patterns and processes that have shaped human understanding, use, and alteration of Earth's surface. Students learn to employ spatial concepts and landscape analysis to examine human socioeconomic organization and its environmental consequences. Students will prepare for the AP exam.	Yes	AP
SS602G	AP HUMAN GEOGRAPHY	0.5	Social Science	Spring Semester	9th, 10th, 11th, 12th	N/A	N/A	Approval of the division leader	This course meets the Civics requirement for graduation. The College Board AP Course Description Guide states, "The purpose of the AP Human Geography course is to introduce students to the systematic study of patterns and processes that have shaped human understanding, use, and alteration of Earth's surface..."	Yes	AP
SS603G	AP EUROPEAN HISTORY	0.5	Social Science	Fall Semester	9th, 10th, 11th, 12th	N/A	N/A	Approval of division leader	This course meets the Civics requirement for graduation. The College Board AP Course Description states, "In AP European History students will investigate significant events, individuals, developments, and processes in four historical periods from approximately 1450 to the present."	Yes	AP
SS604G	AP EUROPEAN HISTORY	0.5	Social Science	Spring Semester	9th, 10th, 11th, 12th	N/A	N/A	Approval of division leader	This course meets the Civics requirement for graduation. The College Board AP Course Description states, "In AP European History students will investigate significant events, individuals, developments, and processes in four historical periods from approximately 1450 to the present."	Yes	AP
SS605G	AP U.S. GOVERNMENT & POLITICS	0.5	Social Science	Fall Semester	10th, 11th, 12th	One year of courses is required from World Studies, Honors World Studies, AP Human Geography OR AP European History	N/A	10th grade with a full year of social science as a freshman & DL approval	This course meets the Civics requirement for graduation. "AP U.S. Government and Politics provides a nonpartisan introduction to key political concepts, ideas, institutions, policies..."	Yes	AP
SS606G	AP U.S. GOVERNMENT & POLITICS	0.5	Social Science	Spring Semester	10th, 11th, 12th	One year of courses is required from World Studies, Honors World Studies, AP Human Geography OR AP European History	N/A	10th grade with a full year of social science as a freshman & DL approval	This course meets the Civics requirement for graduation. "AP U.S. Government and Politics provides a nonpartisan introduction to key political concepts, ideas, institutions, policies..."	Yes	AP
SS607G	DC US HISTORY	0.5	Social Science	Fall Semester	10th, 11th, 12th	One year of courses is required from World Studies, Honors World Studies, AP Human Geography OR AP European History	N/A	10th grade with a full year of social science as a freshman & DL approval	This is a college-level survey course of U.S. history. Emphasis is placed on the Constitution and our nation's heritage through to the War on Terror.	Yes	DC
SS608G	DC US HISTORY	0.5	Social Science	Spring Semester	10th, 11th, 12th	One year of courses is required from World Studies, Honors World Studies, AP Human Geography OR AP European History	N/A	10th grade with a full year of social science as a freshman & DL approval	This is a college-level survey course of U.S. history. Emphasis is placed on the Constitution and our nation's heritage through to the War on Terror.	Yes	DC
SS609G	AP U.S. HISTORY	0.5	Social Science	Fall Semester	10th, 11th, 12th	One year of courses is required from World Studies, Honors World Studies, AP Human Geography OR AP European History	N/A	10th grade with a full year of social science as a freshman & DL approval	Students investigate major U.S. historical events from 1491 to the present and develop historical analysis skills.	Yes	AP
SS610G	AP U.S. HISTORY	0.5	Social Science	Spring Semester	10th, 11th, 12th	One year of courses is required from World Studies, Honors World Studies, AP Human Geography OR AP European History	N/A	10th grade with a full year of social science as a freshman & DL approval	Students investigate major U.S. historical events from 1491 to the present and develop historical analysis skills.	Yes	AP
SS611G	DC PSYCHOLOGY	0.5	Social Science	Fall Semester	10th, 11th, 12th	One year of courses is required from World Studies, Honors World Studies, AP Human Geography OR AP European History	N/A	10th grade with a full year of social science as a freshman & DL approval	This course teaches psychological concepts and theories with emphasis on self-awareness and human behavior.	Yes	DC
SS612G	DC PSYCHOLOGY	0.5	Social Science	Spring Semester	10th, 11th, 12th	One year of courses is required from World Studies, Honors World Studies, AP Human Geography OR AP European History	N/A	10th grade with a full year of social science as a freshman & DL approval	This course teaches psychological concepts and theories with emphasis on self-awareness and human behavior.	Yes	DC
SS615G	AP MICROECONOMICS	0.5	Social Science	Fall Semester	10th, 11th, 12th	One year of courses is required from World Studies, Honors World Studies, AP Human Geography OR AP European History	N/A	10th grade with a full year of social science as a freshman & DL approval. Students must demonstrate strong competencies in mathematics.	Intro to microeconomics. Focus on markets, government intervention, and consumer education. Students must also enroll in AP Macroeconomics.	Yes	AP
SS616G	AP MACROECONOMICS	0.5	Social Science	Spring Semester	10th, 11th, 12th	One year of courses is required from World Studies, Honors World Studies, AP Human Geography OR AP European History	N/A	Approval of the division leader. Students must demonstrate strong competencies in mathematics.	Intro to macroeconomics. Covers national income, inflation, growth, and global economics. Students must also enroll in AP Microeconomics.	Yes	AP
XDEN01	ENGLISH I	0.5	Special Education	Fall Semester	9th	N/A	N/A	None	This freshman level English course provides support for students who are developing skills in the areas of written communication, reading comprehension, speaking and listening, and grammar. Placement is only available through staff conference recommendation.	Yes	Normal
XDEN02	ENGLISH I	0.5	Special Education	Spring Semester	9th	N/A	N/A	None	This freshman level English course provides support for students who are developing skills in the areas of written communication, reading comprehension, speaking and listening, and grammar. Placement is only available through staff conference recommendation.	Yes	Normal
XDEN03	ENGLISH II	0.5	Special Education	Fall Semester	10th	N/A	N/A	Successful completion of Freshman English I and staff conference recommendation	This sophomore level English course places an emphasis on building students' abilities to gain information and ideas from a variety of sources, recognize and respond to ideas expressed in various forms of literature, plan and effectively convey messages to a variety of audiences, utilize effective listening and speaking skills, and organize information for meaningful communication. Placement is only available through staff conference recommendation.	Yes	Normal
XDEN04	ENGLISH II	0.5	Special Education	Spring Semester	10th	N/A	N/A	Successful completion of Freshman English I and staff conference recommendation	This sophomore level English course places an emphasis on building students' abilities to gain information and ideas from a variety of sources, recognize and respond to ideas expressed in various forms of literature, plan and effectively convey messages to a variety of audiences, utilize effective listening and speaking skills, and organize information for meaningful communication. Placement is only available through staff conference recommendation.	Yes	Normal
XDEN05	ENGLISH III	0.5	Special Education	Fall Semester	11th	N/A	N/A	Successful completion of Sophomore English II and staff conference recommendation	This junior level English course emphasizes the application of ideas, issues, and perspectives from literature to real world situations. Students will focus on evaluating information from a variety of sources and communicating effectively with others. Basic skills including grammar, vocabulary, reading, and writing are addressed as well. Placement is only available through staff conference recommendation.	Yes	Normal
XDEN06	ENGLISH III	0.5	Special Education	Spring Semester	11th	N/A	N/A	Successful completion of Sophomore English II and staff conference recommendation	This junior level English course emphasizes the application of ideas, issues, and perspectives from literature to real world situations. Students will focus on evaluating information from a variety of sources and communicating effectively with others. Basic skills including grammar, vocabulary, reading, and writing are addressed as well. Placement is only available through staff conference recommendation.	Yes	Normal
XDEN07	ENGLISH IV	0.5	Special Education	Fall Semester	12th	N/A	N/A	None	This senior level English course provides support for students who are continuing to develop basic skills in the areas of grammar, vocabulary, reading, and writing. Emphasis is placed on students' abilities to evaluate information, apply knowledge toward real world circumstances, and effectively communicate with peers and others in the community. Placement is only available through staff conference recommendation.	Yes	Normal
XDEN08	ENGLISH IV	0.5	Special Education	Spring Semester	12th	N/A	N/A	None	This senior level English course provides support for students who are continuing to develop basic skills in the areas of grammar, vocabulary, reading, and writing. Emphasis is placed on students' abilities to evaluate information, apply knowledge toward real world circumstances, and effectively communicate with peers and others in the community. Placement is only available through staff conference recommendation.	Yes	Normal
XDEN17	INTENSIVE READING LEVEL 1	0.5	Special Education	Fall Semester	9th	N/A	N/A	Students are recommended through their special education team.	This two-semester course is required for freshmen in need of improved reading skills. Students are recommended through a staff conference. The content of the course focuses on developing fluency, vocabulary, and comprehension.	Yes	Normal
XDEN18	INTENSIVE READING LEVEL 1	0.5	Special Education	Spring Semester	9th	N/A	N/A	Students are recommended through their special education team.	This two-semester course is required for freshmen in need of improved reading skills. Students are recommended through a staff conference. The content of the course focuses on developing fluency, vocabulary, and comprehension.	Yes	Normal
XDMA01	PRE-ALGEBRA	0.5	Special Education	Fall Semester	9th, 10th	N/A	N/A	Approval of Special Education division leader and staff conference recommendation.	This course builds students' skills in the areas of order of operations, variables and expressions, mathematical properties, and equations in preparation for the curriculum in an algebra class. Placement is only available through staff conference recommendation.	Yes	Normal
XDMA02	PRE-ALGEBRA	0.5	Special Education	Spring Semester	9th, 10th	N/A	N/A	Approval of Special Education division leader and staff conference recommendation.	This course builds students' skills in the areas of order of operations, variables and expressions, mathematical properties, and equations in preparation for the curriculum in an algebra class. Placement is only available through staff conference recommendation.	Yes	Normal
XDMA03	ALGEBRA	0.5	Special Education	Fall Semester	9th, 10th, 11th	N/A	N/A	Approval of Special Education division leader and staff conference recommendation.	Algebra skills are developed through attention to the following topics: order of operations, variables & expressions, solving equations and inequalities, manipulating polynomials, simplifying rational expressions and solving rational equations, and solving quadratic equations. Placement is only available through staff conference recommendation.	Yes	Normal
XDMA04	ALGEBRA	0.5	Special Education	Spring Semester	9th, 10th, 11th	N/A	N/A	Approval of Special Education division leader and staff conference recommendation.	Algebra skills are developed through attention to the following topics: order of operations, variables & expressions, solving equations and inequalities, manipulating polynomials, simplifying rational expressions and solving rational equations, and solving quadratic equations. Placement is only available through staff conference recommendation.	Yes	Normal
XDMA05	GEOMETRY	0.5	Special Education	Fall Semester	10th, 11th, 12th	N/A	N/A	Approval of Special Education division leader and staff conference recommendation.	This course exposes students to the fundamental concepts of geometry. Topics including solving and writing proofs, identifying and applying properties and classifications of polygons, and the measurement of area and volume will be emphasized. Placement is only available through staff conference recommendation.	Yes	Normal
XDMA06	GEOMETRY	0.5	Special Education	Spring Semester	10th, 11th, 12th	N/A	N/A	Approval of Special Education division leader and staff conference recommendation.	This course exposes students to the fundamental concepts of geometry. Topics including solving and writing proofs, identifying and applying properties and classifications of polygons, and the measurement of area and volume will be emphasized. Placement is only available through staff conference recommendation.	Yes	Normal
XDMA07	INTERMEDIATE ALGEBRA	0.5	Special Education	Fall Semester	10th, 11th, 12th	N/A	N/A	Approval of Special Education division leader and staff conference recommendation.	This course is designed to provide continued work with algebraic concepts. The content includes formulas, equations, graphing, and factoring. Students should have previously mastered basic math operations such as fractions, decimals, and percent. Placement is only available through staff conference recommendation.	Yes	Normal
XDMA08	INTERMEDIATE ALGEBRA	0.5	Special Education	Spring Semester	10th, 11th, 12th	N/A	N/A	Approval of Special Education division leader and staff conference recommendation.	This course is designed to provide continued work with algebraic concepts. The content includes formulas, equations, graphing, and factoring. Students should have previously mastered basic math operations such as fractions, decimals, and percent. Placement is only available through staff conference recommendation.	Yes	Normal
XDMA09	CONSUMER MATH	0.5	Special Education	Fall Semester	12th	N/A	N/A	Approval of Special Education division leader and staff conference recommendation.	Consumer Math continues building students computational abilities with a focus on learning consumer skills and understanding basic money management. Areas of focus include: every day and major purchases, household management, basic finances and budgeting. Placement is only available through staff conferences.	Yes	Normal
XDMA10	CONSUMER MATH	0.5	Special Education	Spring Semester	12th	N/A	N/A	Approval of Special Education division leader and staff conference recommendation.	Consumer Math continues building students computational abilities with a focus on learning consumer skills and understanding basic money management. Areas of focus include: every day and major purchases, household management, basic finances and budgeting. Placement is only available through staff conferences.	Yes	Normal
XDSS01	SOCIAL SCIENCE I	0.5	Special Education	Fall Semester	9th, 10th	N/A	N/A	Teacher recommendation is required and staff conference recommendation.	This course meets the Civics requirement for graduation. As a result of taking this course, students will understand the concepts of human and physical geography including the topics of regions, cultures, and the impact technology has had in shaping our world. Placement is only available through staff conference recommendation.	Yes	Normal
XDSS02	SOCIAL SCIENCE I	0.5	Special Education	Spring Semester	9th, 10th	N/A	N/A	Teacher recommendation is required and staff conference recommendation.	This course meets the Civics requirement for graduation. As a result of taking this course, students will understand the concepts of human and physical geography including the topics of regions, cultures, and the impact technology has had in shaping our world. Placement is only available through staff conference recommendation.	Yes	Normal
XDSS03	SOCIAL SCIENCE II	0.5	Special Education	Fall Semester	9th, 10th	N/A	N/A	Successful completion of Social Science I and teacher recommendation and staff conference recommendation.	This course meets the Civics requirement for graduation. This course continues studies addressed in Social Science I and it is designed to present a basic understanding of government, geography, psychology or social concerns. It allows students to explore these areas through lecture, discussion, and individual projects. Placement is only available through staff conference recommendation.	Yes	Normal
XDSS04	SOCIAL SCIENCE II	0.5	Special Education	Spring Semester	9th, 10th	N/A	N/A	Successful completion of Social Science I and teacher recommendation and staff conference recommendation.	This course meets the Civics requirement for graduation. This course continues studies addressed in Social Science I and it is designed to present a basic understanding of government, geography, psychology or social concerns. It allows students to explore these areas through lecture, discussion, and individual projects. Placement is only available through staff conference recommendation.	Yes	Normal
XDSS05	AMERICAN HISTORY	0.5	Special Education	Fall Semester	11th, 12th	N/A	N/A	Teacher recommendation is required and staff conference recommendation.	This course is designed as a survey of our nation's history. It begins with the early explorations and continues into the present time. The state requirement for passing the Illinois and United States Constitution tests is accomplished in this course. A passing grade in both semesters of this course is required for graduation. Placement is only available through staff conference recommendation.	Yes	Normal
XDSS06	AMERICAN HISTORY	0.5	Special Education	Spring Semester	11th, 12th	N/A	N/A	Teacher recommendation is required and staff conference recommendation.	This course is designed as a survey of our nation's history. It begins with the early explorations and continues into the present time. The state requirement for passing the Illinois and United States Constitution tests is accomplished in this course. A passing grade in both semesters of this course is required for graduation. Placement is only available through staff conference recommendation.	Yes	Normal
XDWP05	ACHIEVE (REL)	0.5	Special Education	Fall Semester	9th, 10th, 11th, 12th	N/A	N/A	Approval of the division leader.	This education for employment course is designed to provide freshmen and sophomores an opportunity to achieve personally, academically and professionally. Classroom instruction focuses on skills such as: study skills, time management, interpersonal skills, and career exploration. By developing these skills and exploring careers it is hoped to spark the interest in students to stay in school and work toward meaningful goals.	Yes	Normal
XDWP06	ACHIEVE (REL)	0.5	Special Education	Spring Semester	9th, 10th, 11th, 12th	N/A	N/A	Approval of the division leader.	This education for employment course is designed to provide freshmen and sophomores an opportunity to achieve personally, academically and professionally. Classroom instruction focuses on skills such as: study skills, time management, interpersonal skills, and career exploration. By developing these skills and exploring careers it is hoped to spark the interest in students to stay in school and work toward meaningful goals.	Yes	Normal
XDWP07	ACHIEVE (JOB)	0.5	Special Education	Fall Semester	9th, 10th, 11th, 12th	N/A	N/A	Approval of the division leader.	This education for employment course is designed to provide freshmen and sophomores an opportunity to achieve personally, academically and professionally. Classroom instruction focuses on skills such as: study skills, time management, interpersonal skills, and career exploration. By developing these skills and exploring careers it is hoped to spark the interest in students to stay in school and work toward meaningful goals.	Yes	Normal
XDWP08	ACHIEVE (JOB)	0.5	Special Education	Spring Semester	9th, 10th, 11th, 12th	N/A	N/A	Approval of the division leader.	This education for employment course is designed to provide freshmen and sophomores an opportunity to achieve personally, academically and professionally. Classroom instruction focuses on skills such as: study skills, time management, interpersonal skills, and career exploration. By developing these skills and exploring careers it is hoped to spark the interest in students to stay in school and work toward meaningful goals.	Yes	Normal
WE101G	FRESHMAN COED	0.25	Wellness	Fall Semester	9th	N/A	N/A	None	This course introduces the cognitive and mechanical concepts of team, individual, and fitness activities. The concepts of fitness testing and weights are also introduced.	Yes	Normal
WE102G	FRESHMAN COED	0.25	Wellness	Spring Semester	9th	N/A	N/A	None	This course introduces the cognitive and mechanical concepts of team, individual, and fitness activities. The concepts of fitness testing and weights are also introduced.	Yes	Normal
WE103G	STRENGTH AND CONDITIONING	0.25	Wellness	Fall Semester	9th, 10th, 11th, 12th	N/A	N/A	None	This coed course offers a combination of weight lifting and varied conditioning activities. Students will be able to design and implement a personalized resistance training program.	Yes	Normal
WE104G	STRENGTH AND CONDITIONING	0.25	Wellness	Spring Semester	9th, 10th, 11th, 12th	N/A	N/A	None	This coed course offers a combination of weight lifting and varied conditioning activities. Students will be able to design and implement a personalized resistance training program.	Yes	Normal
WE201G	SOPHOMORE/JUNIOR/SENIOR COED	0.25	Wellness	Fall Semester	10th, 11th, 12th	N/A	N/A	None	This coed course will offer a variety of individual and team sports. Students will engage in sports such as basketball, volleyball, tennis, softball, badminton, pickle ball, team handball, soccer and other fitness related activities, and be assessed on muscular strength, endurance, flexibility and cardiovascular endurance each semester.	Yes	Normal
WE201Z	ZERO HOUR PHYSICAL EDUCATION	0.25	Wellness	Fall Semester	10th, 11th, 12th	N/A	N/A	None	The course is directed towards students who want to take their fitness and wellness to the next level in a creative way. It is built around the concept of total wellness and designed to address the physical, social and emotional well-being of all participants. Activities may include weight lifting and design, HIIT, yoga, kettlebell flow, bodyweight, primal movements, etc.	Yes	Normal
WE202G	SOPHOMORE/JUNIOR/SENIOR COED	0.25	Wellness	Spring Semester	10th, 11th, 12th	N/A	N/A	None	This coed course will offer a variety of individual and team sports. Students will engage in sports such as basketball, volleyball, tennis, softball, badminton, pickle ball, team handball, soccer and other fitness related activities, and be assessed on muscular strength, endurance, flexibility and cardiovascular endurance each semester.	Yes	Normal
WE202Z	ZERO HOUR PHYSICAL EDUCATION	0.25	Wellness	Spring Semester	10th, 11th, 12th	N/A	N/A	None	The course is directed towards students who want to take their fitness and wellness to the next level in a creative way. It is built around the concept of total wellness and designed to address the physical, social and emotional well-being of all participants. Activities may include weight lifting and design, HIIT, yoga, kettlebell flow, bodyweight, primal movements, etc.	Yes	Normal
WE205G	WALKING FOR FITNESS	0.25	Wellness	Fall Semester	10th, 11th, 12th	N/A	N/A	Approval of the division leader	This coed course is designed to teach and apply the principles of lifetime physical fitness, utilizing cardio-respiratory endurance, muscular strength, endurance, flexibility and body composition. Components are met through fitness walking techniques and strength conditioning exercises.	Yes	Normal
WE206G	WALKING FOR FITNESS	0.25	Wellness	Spring Semester	10th, 11th, 12th	N/A	N/A	Approval of the division leader	This coed course is designed to teach and apply the principles of lifetime physical fitness, utilizing cardio-respiratory endurance, muscular strength, endurance, flexibility and body composition. Components are met through fitness walking techniques and strength conditioning exercises.	Yes	Normal
WE251G	HEALTH	0.5	Wellness	Fall Semester	10th	N/A	N/A	None	Curriculum covers mental health, human growth and development, drug use and abuse, human sexuality, personal health habits, dental hygiene, nutrition, diet and exercise, consumer health and careers, disease prevention and control, ecology and environmental health, first aid and disaster survival.	Yes	Normal
WE252G	HEALTH	0.5	Wellness	Spring Semester	10th	N/A	N/A	None	Curriculum covers mental health, human growth and development, drug use and abuse, human sexuality, personal health habits, dental hygiene, nutrition, diet and exercise, consumer health and careers, disease prevention and control, ecology and environmental health, first aid and disaster survival.	Yes	Normal
WE303G	ADVANCED STRENGTH AND CONDITIONING	0.25	Wellness	Fall Semester	10th, 11th, 12th	N/A	N/A	B or better in Strength and Conditioning and approval from the division leader	Builds upon Strength and Conditioning with individualized fitness goals. Topics include weight‐room exercises, individualized programming, and performance testing throughout the semester. Note: Athletic exemptions from PE are not allowed in this course.	Yes	Normal
WE304G	ADVANCED STRENGTH AND CONDITIONING	0.25	Wellness	Spring Semester	10th, 11th, 12th	N/A	N/A	B or better in Strength and Conditioning and approval from the division leader	Builds upon Strength and Conditioning with individualized fitness goals. Topics include weight‐room exercises, individualized programming, and performance testing throughout the semester. Note: Athletic exemptions from PE are not allowed in this course.	Yes	Normal
WE501G	ADAPTIVE PHYSICAL EDUCATION	0.25	Wellness	Fall Semester	9th, 10th, 11th, 12th	N/A	N/A	Physician referral and recommendation/approval of the division leader is required	This coed course is designed to meet the individualized needs of participants.	Yes	Normal
WE502G	ADAPTIVE PHYSICAL EDUCATION	0.25	Wellness	Spring Semester	9th, 10th, 11th, 12th	N/A	N/A	Physician referral and recommendation/approval of the division leader is required	This coed course is designed to meet the individualized needs of participants.	Yes	Normal
WE603G	DC PHYSICAL FITNESS	0.25	Wellness	Fall Semester	10th, 11th, 12th	N/A	N/A	None	Presents lifelong health and fitness programming via circuit training, aerobics, strength training & toning, yoga, Pilates, stress management, and nutrition. Repeatable up to 4 times for college credit; counts toward college GPA. Athletic exemptions not allowed.	Yes	DC
WE604G	DC PHYSICAL FITNESS	0.25	Wellness	Spring Semester	10th, 11th, 12th	N/A	N/A	None	Presents lifelong health and fitness programming via circuit training, aerobics, strength training & toning, yoga, Pilates, stress management, and nutrition. Repeatable up to 4 times for college credit; counts toward college GPA. Athletic exemptions not allowed.	Yes	DC
WP401G	INTERRELATED OCCUPATIONS (REL)	0.5	Work Program	Fall Semester	11th, 12th	N/A	N/A	Age 16	Students enrolled in this course during the second semester will meet the Consumer Education requirement for graduation. Cooperative Education is a capstone course designed to assist students in the development of effective employment skills and attitudes through practical, on‑the‑job cooperative education. Students are released from school for their paid cooperative education work experience and participate in daily classroom instruction focusing on job survival skills, career exploration, human relationships, legal responsibilities, economics, and job termination. Written training agreements and individual student training plans are developed and agreed upon by employer, student, and coordinator.	Yes	Normal
WP402G	INTERRELATED OCCUPATIONS (REL)	0.5	Work Program	Spring Semester	11th, 12th	N/A	N/A	Age 16	Students enrolled in this course during the second semester will meet the Consumer Education requirement for graduation. Cooperative Education is a capstone course designed to assist students in the development of effective employment skills and attitudes through practical, on‑the‑job cooperative education. Students are released from school for their paid cooperative education work experience and participate in daily classroom instruction focusing on job survival skills, career exploration, human relationships, legal responsibilities, economics, and job termination. Written training agreements and individual student training plans are developed and agreed upon by employer, student, and coordinator.	Yes	Normal
WP403G	INTERRELATED OCCUPATIONS (JOB)	0.5	Work Program	Fall Semester	11th, 12th	N/A	N/A	Age 16	Students enrolled in this course during the second semester will meet the Consumer Education requirement for graduation. Cooperative Education is a capstone course designed to assist students in the development of effective employment skills and attitudes through practical, on‑the‑job cooperative education. Students are released from school for their paid cooperative education work experience and participate in daily classroom instruction focusing on job survival skills, career exploration, human relationships, legal responsibilities, economics, and job termination. Written training agreements and individual student training plans are developed and agreed upon by employer, student, and coordinator.	Yes	Normal
WP404G	INTERRELATED OCCUPATIONS (JOB)	0.5	Work Program	Spring Semester	11th, 12th	N/A	N/A	Age 16	Students enrolled in this course during the second semester will meet the Consumer Education requirement for graduation. Cooperative Education is a capstone course designed to assist students in the development of effective employment skills and attitudes through practical, on‑the‑job cooperative education. Students are released from school for their paid cooperative education work experience and participate in daily classroom instruction focusing on job survival skills, career exploration, human relationships, legal responsibilities, economics, and job termination. Written training agreements and individual student training plans are developed and agreed upon by employer, student, and coordinator.	Yes	Normal
